USD,IDR,persen,inflasi,klasifikasi
0,3600000,7.52,1,parah
0,10,0,0,rendah
0,0,3.75,1,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,9.93,0,sedang
0,0,40,0,parah
0,1770000000000,1,0,parah
0,0,0,0,rendah
0,0,4,1,parah
0,0,20231,1,parah
0,0,0,0,rendah
0,0,5.7,1,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,1,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,100,0,parah
0,0,5.2,0,sedang
0,123000,6.52,1,parah
0,0,0,1,parah
2277,0,0,0,rendah
0,10000000,0,0,rendah
929400000000,0,0,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,50000,0,1,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,1,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,25000,0,0,rendah
0,1,42,0,parah
0,170000,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,100,0,0,rendah
0,0,0,0,rendah
0,280800000,0,0,sedang
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,75,0,parah
0,0,0,0,rendah
0,1,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,10,0,sedang
0,0,0,0,rendah
0,0,75,0,parah
0,100000,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,1,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,5.42,1,parah
0,9640000000000,6.86,0,parah
0,0,0,0,rendah
0,0,5,0,rendah
0,0,24.4,0,parah
0,1390000000000,196,0,parah
0,1,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,1,90,0,parah
0,0,0,0,rendah
0,0,90,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
3300000000,50820000000000,0,0,parah
0,200000000,0,0,sedang
0,0,3.4,0,rendah
0,0,0,0,rendah
0,0,100,0,parah
0,115,6.50,0,sedang
0,0,0,0,rendah
0,0,0,0,rendah
0,4500000000,0,0,parah
0,0,1,0,rendah
0,0,0,0,rendah
0,0,0,1,parah
0,0,7.03,0,sedang
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,40,0,parah
0,0,15,0,parah
8000000000000,391000000000,5,0,parah
0,0,0,0,rendah
0,100,0,0,rendah
0,140000000000,0,0,parah
0,3000000,7.48,0,sedang
0,0,0,1,parah
0,1,0,0,rendah
0,1500000,0,0,rendah
0,0,0,0,rendah
0,0,323,0,parah
0,0,1,0,rendah
0,2510000000000,1,0,parah
10800000000,0,20,0,parah
0,0,0,0,rendah
0,0,85,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,1.3,1,parah
0,107,6.96,0,sedang
0,0,70,0,parah
0,8500000000000,1,0,parah
0,5500,0,0,rendah
0,0,5,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,104280000000000,4.5,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,8,6,1,parah
0,50000,64,0,parah
4000000000,62400000000000,10,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,337000000000000,100,0,parah
0,0,0,1,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,1,0,0,rendah
0,0,10,0,sedang
0,0,71.3,0,parah
0,0,0,0,rendah
0,0,82,0,parah
0,0,0,0,rendah
0,32000000000000,0,0,parah
0,0,0,0,rendah
87300000000,0,30,0,parah
5249,81880000,19,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,10,1,0,rendah
0,0,34.2,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,1770000000000,0.37,1,parah
0,0,100,0,parah
0,0,13,1,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,13000000000,0,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,90,0,parah
0,0,0,0,rendah
180000000000,2789000000000,5.3,1,parah
0,0,0,0,rendah
0,300000,60,0,parah
0,0,50,0,parah
0,273000000,0,0,sedang
0,0,0,0,rendah
0,50,6.45,0,sedang
0,0,0,0,rendah
0,0,0,0,rendah
0,3700000,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,700000,0,0,rendah
0,0,0,0,rendah
0,605000000,0,0,sedang
0,0,14,0,parah
2600000000,1,3.2,1,parah
0,101000,1100,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,100000,7.55,0,sedang
0,3281700000000000,18.4,0,parah
0,0,0,0,rendah
0,1,0,0,rendah
0,3281700000000000,18.4,0,parah
0,30000,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
108000000000,0,10,1,parah
0,0,0,0,rendah
43000000000,1,16,0,parah
0,0,57,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,5000,0,0,rendah
0,0,0,0,rendah
0,25800000000000,22,0,parah
0,100,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,60,0,parah
0,1000,0,0,rendah
0,0,147,0,parah
0,211278000000000,10.4,0,parah
0,0,0,1,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,21000000000,0,0,parah
0,0,63,0,parah
130000000000,0,42.4,0,parah
0,0,0,0,rendah
0,0,63,0,parah
390200000000,10,7.6,0,parah
268900000000,0,0,0,parah
0,0,0,0,rendah
0,1,0,0,rendah
0,1500000000000,1,0,parah
0,0,5.9,0,sedang
0,0,0,0,rendah
0,0,0,0,rendah
0,1,0,0,rendah
0,0,0,0,rendah
0,3250000000000,1,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,2000,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,1,parah
0,0,0,0,rendah
0,1700000000,0,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,8,0,sedang
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
1,515000,88,1,parah
0,0,1,0,rendah
0,0,20,0,parah
0,100000,0,0,rendah
0,0,0,0,rendah
0,20000000,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,92.4,1,parah
0,0,0,0,rendah
0,0,5.72,1,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,100,0,parah
0,0,100,1,parah
0,0,86.7,0,parah
0,0,0,0,rendah
0,10600,28,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,4,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,2000,0,0,rendah
0,0,0,0,rendah
0,5000000,0,0,rendah
0,70000,0,0,rendah
0,0,92.4,1,parah
0,0,0,0,rendah
0,1,0,1,parah
0,0,0,0,rendah
0,1,10,1,parah
0,9311000000000,0.22,1,parah
0,0,0,0,rendah
50000000000,0,40.7,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,150000,0,1,parah
0,0,0,0,rendah
0,0,0,1,parah
0,0,0,0,rendah
0,0,6.65,0,sedang
0,0,0,0,rendah
0,0,0,0,rendah
0,2400000000,0,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,60.5,0,parah
0,0,0,0,rendah
0,0,5.3,1,parah
0,0,0,0,rendah
0,10,6,0,sedang
0,3000,0,0,rendah
0,1400000000000,100,0,parah
0,0,0,0,rendah
0,13500,0,0,rendah
0,0,1,1,parah
1100000000,18000000000000,27,0,parah
0,0,60,0,parah
0,8300,1.7,0,rendah
0,1,10,0,sedang
0,0,0,0,rendah
0,268000000000000,21.5,1,parah
0,9450,0,0,rendah
0,0,0,0,rendah
0,0,1,0,rendah
0,0,0,0,rendah
0,0,2.7,1,parah
0,0,1,0,rendah
0,0,3.2,1,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,390000000000,0,0,parah
0,0,11,1,parah
1,1,0,1,parah
0,144000000000000,0,0,parah
0,0,0,1,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,1400000000000,100,0,parah
0,0,0,0,rendah
0,0,5.4,0,sedang
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,27,0,parah
0,0,0,0,rendah
0,48680000000,1,0,parah
1,1,5,1,parah
0,0,4.8,1,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,9.2,1,parah
0,0,1,0,rendah
268900000000,0,0,0,parah
0,0,0,0,rendah
0,0,5,0,rendah
0,0,4.9,1,parah
0,0,5.2,0,sedang
0,0,0,0,rendah
0,0,0,0,rendah
0,0,5.2,1,parah
0,1,1,1,parah
0,1,5,1,parah
0,0,2.49,0,rendah
0,0,5,0,rendah
0,0,0,0,rendah
0,0,29,1,parah
0,370000,64.5,0,parah
0,0,4.7,0,rendah
0,0,6.61,0,sedang
0,97000000,60,0,parah
0,0,0,0,rendah
0,2422000000000,87.2,0,parah
0,214000000000000,1,0,parah
0,0,5.72,0,sedang
0,100000,38,0,parah
1,21000000000000,1,0,parah
0,1,1,0,rendah
0,0,0,0,rendah
0,4800000000000,70,0,parah
0,0,0,0,rendah
0,700000,6,0,sedang
0,0,0,0,rendah
0,0,0,0,rendah
0,117000000,110.06,0,parah
0,1,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,40,0,parah
14381,14381,1.93,1,parah
0,1,5.71,1,parah
0,0,0,0,rendah
0,0,59.4,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,62000000000000,0,0,parah
0,0,30,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,1.50,0,rendah
0,0,0,0,rendah
0,0,1,0,rendah
0,1056000000000,0,0,parah
0,0,9.68,0,sedang
0,0,80,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,65.8,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,14,0,parah
0,0,0,0,rendah
0,15800000000,25,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
15000,0,0,0,rendah
0,92600000000,20,0,parah
0,1,0,1,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,500000,0,0,rendah
0,0,0,0,rendah
0,1200000,0,0,rendah
0,0,0,0,rendah
0,32010000000,40,0,parah
0,0,0,0,rendah
0,2,0,0,rendah
0,0,1,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,3210000000000,42,0,parah
0,43000000000000,0,0,parah
0,200000,0,0,rendah
0,20000000000000,0,0,parah
0,0,8,1,parah
0,0,1,0,rendah
24810000000,0,1.3,0,parah
0,0,20,0,parah
0,3,7.17,0,sedang
0,1000000000000,74,0,parah
0,0,0.01,0,rendah
5670000000,0,5.01,1,parah
0,2500000000,0,0,parah
0,0,0,0,rendah
0,0,100,0,parah
0,0,99,0,parah
0,116800000000,100,0,parah
0,713000000,0,0,sedang
0,1,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,1200000,0,0,rendah
0,0,0,0,rendah
0,6500000,0,0,rendah
0,1200000,0,0,rendah
0,1300000000000,30,0,parah
0,0,0,0,rendah
0,1,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
4430000000,0,6.97,1,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,11000,0,0,rendah
11000000000,0,57,0,parah
0,20000,0,0,rendah
0,0,0,0,rendah
0,0,0,1,parah
0,0,0,0,rendah
0,0,143.7,0,parah
11000000000,0,0,0,parah
11000000000,0,0,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,30000000,0,0,rendah
0,0,70,0,parah
0,0,0,0,rendah
0,60000000000,0,0,parah
75000000,1200000000000,0,0,parah
0,62000000000000,0,0,parah
0,0,4.84,0,rendah
0,1,0,1,parah
0,107000000000000,3.71,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
24120000000,0,2.46,0,parah
0,1200000000000,17,0,parah
0,0,70,0,parah
0,0,30,0,parah
75000000,1000000000000,97,0,parah
3300000000,1,40,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,10000,0,0,rendah
0,10000,0,0,rendah
0,0,0,0,rendah
600000000000,0,30,0,parah
0,1,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
1,0,0,0,rendah
1,11000,8,0,sedang
7100000000,0,0,0,parah
0,40700,0,0,rendah
0,0,0,0,rendah
0,10900000000000,1,0,parah
0,11000,0,0,rendah
0,1,7.5,1,parah
0,0,2.87,0,rendah
0,1000000000,0,0,sedang
0,0,0,0,rendah
9190000000,142900000000000,0,0,parah
0,0,0,0,rendah
0,0,3.7,0,rendah
0,0,0,0,rendah
0,1,0,0,rendah
31,0,40,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,3000000,80,0,parah
0,1500000,0,0,rendah
0,0,30,0,parah
0,1000000000,0,0,sedang
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,1500000,0,0,rendah
0,5000,0,0,rendah
0,0,0,0,rendah
0,125000,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,2500000,6,0,sedang
0,150000000,0,0,sedang
0,0,5.83,0,sedang
0,0,0,0,rendah
0,0,0,0,rendah
0,1,0,0,rendah
0,1,0,0,rendah
0,100000,0,0,rendah
0,0,59.4,0,parah
0,0,0,0,rendah
0,600000000,0,0,sedang
0,84100000000,42,0,parah
0,40000,0,0,rendah
0,0,0,0,rendah
0,3000000000000,4.83,0,parah
0,397500,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,5000000,1,0,rendah
0,0,80,1,parah
0,1000000,90,0,parah
0,0,0,0,rendah
0,0,50,0,parah
0,10,1,0,rendah
0,0,0,0,rendah
0,3690000000,0,0,parah
0,300000,0,0,rendah
0,1,0,0,rendah
0,0,1,0,rendah
0,0,70,0,parah
0,2500000000,0,0,parah
0,0,0.25,1,parah
0,1525000,0,0,rendah
0,0,0,0,rendah
0,1,0,0,rendah
0,0,16.4,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,1295000,0,0,rendah
0,1170000,0,0,rendah
0,0,0,0,rendah
0,0,5,1,parah
0,0,24,0,parah
0,1134000000000,41,0,parah
0,0,0,0,rendah
0,150000,0,0,rendah
0,0,100,0,parah
0,0,0,0,rendah
0,0,75,0,parah
0,17800000000000,0,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,5000000000000,0,0,parah
0,0,0,0,rendah
0,0,100,0,parah
0,713000000,0,0,sedang
0,0,0,0,rendah
0,4500000000000,4,0,parah
0,0,0,1,parah
0,0,0,0,rendah
0,7500000000000,10,0,parah
0,0,5.72,1,parah
0,0,0,0,rendah
0,1580000000000,2.8,0,parah
0,0,0,0,rendah
0,1540000,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,100,0,0,rendah
0,0,0,0,rendah
0,0,300,0,parah
0,0,20,0,parah
0,0,0,0,rendah
0,0,5,0,rendah
0,1,5.3,1,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,150,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,3.31,1,parah
0,0,5,0,rendah
0,1800000000000,1,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,24,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,30,0,parah
0,0,0,0,rendah
0,0,56.3,1,parah
0,200000000000,0,0,parah
0,1,7.5,1,parah
0,0,90,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,1,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,1000,0,0,rendah
0,15000000,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,10000000,6,0,sedang
0,0,0,0,rendah
0,0,1,0,rendah
0,227800000000000,22.1,0,parah
1100000000,10,0,0,parah
0,0,20,0,parah
0,20,0,0,rendah
0,100000000,100,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,60,0,parah
0,1634,5.4,1,parah
0,10000000,64.5,0,parah
0,150000,75,0,parah
0,0,426,0,parah
0,1260000,1,0,rendah
0,0,3,0,rendah
0,0,25,0,parah
0,21000000000000,0,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,100000000,0,0,rendah
0,2812,0,0,rendah
0,164.66,0,0,rendah
0,0.08560000000000001,5.72,1,parah
0,3000,0,0,rendah
0,0,0,0,rendah
0,2000000,0,0,rendah
0,0,0,0,rendah
0,100000000,0,0,rendah
0,0,0,0,rendah
0,0,40,0,parah
0,227000,57,0,parah
0,120000000,0,0,sedang
0,0,0,0,rendah
15000000000,0,25.3,1,parah
0,8000000,80,0,parah
383000000,0,1,0,sedang
0,227000,126,0,parah
31,0,401,0,parah
0,0,0,0,rendah
0,1,5.3,1,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,14,0,parah
0,0,0,0,rendah
1100000000,18000000000000,0,0,parah
0,0,2,0,rendah
0,0,1.1,0,rendah
0,0,0,0,rendah
200000000000,0,15,0,parah
15722,28,0.32,1,parah
0,0,151,0,parah
1100000000,468000000000000,28,0,parah
11130000000000,0,22,0,parah
0,0,2.9,1,parah
0,0,0,0,rendah
0,11000,1,0,rendah
0,0,0,0,rendah
0,0,22,0,parah
0,0,35,1,parah
0,6000,0,0,rendah
0,700000000000,10,0,parah
0,0,0,1,parah
0,0,0,0,rendah
0,0,5,0,rendah
0,0,10,0,sedang
0,1,0,1,parah
0,0,0,0,rendah
0,0,323,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,10000,0,0,rendah
0,0,0,0,rendah
1,1,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,600000,2,1,parah
0,0,0,0,rendah
0,227000,126,0,parah
0,0,1,0,rendah
0,3061000000000,0,0,parah
100000000000,1600000000000,0,0,parah
0,5500000000000,0,0,parah
0,1,0,0,rendah
0,0,0,0,rendah
0,30000,57,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,20,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,1000,0,0,rendah
87000000,1200000000000,23,0,parah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,8000000000000,0,0,parah
0,0,90,0,parah
0,8000000,0,0,rendah
0,80000000,0,0,rendah
0,1000000,0,0,rendah
0,0,0,0,rendah
0,0,5.3,0,sedang
0,0,3.47,0,rendah
0,25,0,0,rendah
0,0,80,0,parah
0,0,0,0,rendah
0,0,60,0,parah
0,0,3.95,0,rendah
0,110000,0,0,rendah
0,0,1,0,rendah
0,0,61.8,0,parah
0,6000,0,0,rendah
0,0,0.86,0,rendah
0,14,0,0,rendah
0,0,0,0,rendah
0,173000000000,43,0,parah
210380000000,439000000000000,5.1,0,parah
0,1,5.3,1,parah
0,0,22,0,parah
0,0,7,0,sedang
0,30000000,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,0,0,rendah
0,0,6.2,0,sedang
0,0,1,0,rendah
